sales_agent,product,account,deal_stage,engage_date,close_date,close_value
Anna Snelling,MG Special,Cancity,Lost,10/4/2017,10/13/2017,0
Anna Snelling,MG Special,Gogozoom,Won,10/4/2017,12/16/2017,59
Boris Faz,GTX Plus Pro,Bluth Company,Lost,10/4/2017,11/1/2017,0
Boris Faz,MG Advanced,Acme Corporation,Lost,10/4/2017,10/11/2017,0
Boris Faz,MG Special,Bubba Gump,Won,10/4/2017,10/11/2017,54
Cassey Cress,GTX Plus Pro,Plussunin,Won,10/4/2017,10/14/2017,5989
Daniell Hammack,GTXPro,Silis,Lost,10/4/2017,10/15/2017,0
Darcel Schlecht,GTXPro,Betatech,Lost,10/4/2017,10/12/2017,0
Darcel Schlecht,GTX Plus Pro,Finhigh,Won,10/4/2017,12/21/2017,4735
Darcel Schlecht,GTXPro,Rangreen,Won,10/4/2017,10/10/2017,5055
James Ascencio,GTX Plus Pro,Fasehatice,Won,10/4/2017,12/5/2017,4527
Jonathan Berthelot,GTX Basic,dambase,Lost,10/4/2017,12/23/2017,0
Jonathan Berthelot,GTXPro,Scottech,Lost,10/4/2017,10/15/2017,0
Jonathan Berthelot,MG Special,Inity,Won,10/4/2017,10/6/2017,58
Kary Hendrixson,GTX Basic,J-Texon,Lost,10/4/2017,11/17/2017,0
Markita Hansen,MG Special,Rantouch,Won,10/4/2017,12/3/2017,62
Maureen Marcano,GTXPro,Blackzim,Won,10/4/2017,12/20/2017,5026
Vicki Laflamme,MG Special,Nam-zim,Lost,10/4/2017,10/13/2017,0
Vicki Laflamme,GTX Basic,Y-corporation,Won,10/4/2017,12/20/2017,496
Zane Levy,GTXPro,Plusstrip,Won,10/4/2017,12/28/2017,5491
Anna Snelling,MG Special,Hottechi,Lost,10/5/2017,10/12/2017,0
Cecily Lampkin,GTX Basic,Stanredtax,Won,10/5/2017,10/11/2017,622
Corliss Cosme,GTXPro,Zotware,Lost,10/5/2017,10/13/2017,0
Darcel Schlecht,GTX Plus Basic,Rangreen,Won,10/5/2017,10/10/2017,1132
Darcel Schlecht,GTX Plus Pro,Condax,Won,10/5/2017,12/14/2017,5422
Darcel Schlecht,GTXPro,Inity,Won,10/5/2017,10/14/2017,5170
Darcel Schlecht,GTXPro,Stanredtax,Won,10/5/2017,12/22/2017,5009
Donn Cantrell,MG Advanced,Zathunicon,Lost,10/5/2017,10/10/2017,0
Elease Gluck,GTK 500,Konex,Lost,10/5/2017,10/18/2017,0
Garret Kinder,GTX Plus Pro,Acme Corporation,Won,10/5/2017,10/7/2017,5331
Hayden Neloms,MG Advanced,Scotfind,Lost,10/5/2017,12/13/2017,0
James Ascencio,GTX Basic,Groovestreet,Lost,10/5/2017,10/10/2017,0
James Ascencio,GTXPro,Labdrill,Lost,10/5/2017,11/23/2017,0
James Ascencio,GTX Plus Basic,Hatfan,Won,10/5/2017,10/18/2017,1132
James Ascencio,GTX Plus Pro,Blackzim,Won,10/5/2017,10/11/2017,5004
Jonathan Berthelot,GTX Basic,Inity,Won,10/5/2017,10/10/2017,556
Jonathan Berthelot,MG Special,Gogozoom,Won,10/5/2017,10/12/2017,53
Kami Bicknell,GTXPro,Finjob,Won,10/5/2017,11/24/2017,4362
Marty Freudenburg,GTX Basic,Warephase,Won,10/5/2017,12/24/2017,550
Moses Frase,MG Special,Stanredtax,Won,10/5/2017,12/28/2017,50
Niesha Huffines,GTX Plus Basic,Dontechi,Lost,10/5/2017,10/13/2017,0
Niesha Huffines,GTX Plus Basic,Dontechi,Lost,10/5/2017,10/15/2017,0
Niesha Huffines,GTXPro,Funholding,Lost,10/5/2017,10/15/2017,0
Reed Clapper,GTXPro,Gekko & Co,Won,10/5/2017,12/31/2017,4651
Reed Clapper,MG Advanced,Umbrella Corporation,Won,10/5/2017,12/17/2017,3285
Rosalina Dieter,GTX Basic,Faxquote,Lost,10/5/2017,10/11/2017,0
Rosie Papadopoulos,MG Advanced,Umbrella Corporation,Won,10/5/2017,10/11/2017,3002
Versie Hillebrand,GTX Basic,Betatech,Lost,10/5/2017,10/16/2017,0
Versie Hillebrand,MG Special,Conecom,Won,10/5/2017,10/7/2017,58
Vicki Laflamme,MG Special,Zoomit,Lost,10/5/2017,10/8/2017,0
Vicki Laflamme,MG Advanced,Doncon,Won,10/5/2017,10/8/2017,3435
Zane Levy,MG Special,Xx-holding,Lost,10/5/2017,10/7/2017,0
Anna Snelling,MG Special,Funholding,Lost,10/6/2017,11/24/2017,0
Anna Snelling,MG Advanced,Ron-tech,Lost,10/6/2017,10/8/2017,0
Boris Faz,GTX Basic,Konex,Won,10/6/2017,12/14/2017,492
Boris Faz,GTXPro,Xx-zobam,Won,10/6/2017,10/7/2017,4401
Cassey Cress,MG Special,Zathunicon,Won,10/6/2017,12/26/2017,50
Cassey Cress,MG Advanced,Bubba Gump,Won,10/6/2017,11/12/2017,3333
Corliss Cosme,GTX Plus Basic,Donware,Won,10/6/2017,10/16/2017,1095
Darcel Schlecht,GTX Plus Pro,dambase,Won,10/6/2017,11/22/2017,5595
Darcel Schlecht,GTXPro,Finhigh,Won,10/6/2017,10/8/2017,4461
Donn Cantrell,GTX Plus Basic,Yearin,Lost,10/6/2017,10/16/2017,0
Gladys Colclough,GTX Basic,Streethex,Won,10/6/2017,11/20/2017,415
Gladys Colclough,MG Advanced,Stanredtax,Won,10/6/2017,10/8/2017,3212
James Ascencio,GTX Basic,Groovestreet,Won,10/6/2017,12/31/2017,457
Jonathan Berthelot,GTX Plus Basic,Condax,Lost,10/6/2017,10/17/2017,0
Jonathan Berthelot,GTX Basic,Codehow,Won,10/6/2017,12/31/2017,546
Lajuana Vencill,GTX Plus Basic,Statholdings,Lost,10/6/2017,10/12/2017,0
Lajuana Vencill,GTX Basic,Globex Corporation,Won,10/6/2017,12/21/2017,453
Markita Hansen,GTXPro,Hatfan,Lost,10/6/2017,10/15/2017,0
Moses Frase,GTX Basic,dambase,Won,10/6/2017,10/7/2017,510
Moses Frase,GTX Basic,Gogozoom,Won,10/6/2017,10/14/2017,552
Reed Clapper,MG Advanced,Zencorporation,Won,10/6/2017,10/7/2017,3203
Rosie Papadopoulos,GTX Plus Pro,The New York Inquirer,Won,10/6/2017,10/14/2017,6228
Versie Hillebrand,MG Special,dambase,Won,10/6/2017,10/11/2017,59
Wilburn Farren,GTXPro,Mathtouch,Lost,10/6/2017,10/8/2017,0
Zane Levy,GTX Plus Basic,Condax,Won,10/6/2017,12/23/2017,1129
Anna Snelling,GTX Plus Pro,Streethex,Won,10/7/2017,10/13/2017,5349
Boris Faz,GTX Plus Basic,Umbrella Corporation,Won,10/7/2017,11/19/2017,1148
Cassey Cress,GTX Basic,Zotware,Lost,10/7/2017,10/8/2017,0
Cecily Lampkin,MG Special,Toughzap,Won,10/7/2017,10/19/2017,52
Cecily Lampkin,MG Advanced,Finhigh,Won,10/7/2017,12/28/2017,3253
Daniell Hammack,GTX Plus Basic,Gekko & Co,Won,10/7/2017,11/4/2017,1267
Daniell Hammack,GTX Plus Basic,Initech,Won,10/7/2017,10/13/2017,1096
Darcel Schlecht,MG Advanced,Hottechi,Lost,10/7/2017,12/23/2017,0
Darcel Schlecht,MG Special,Genco Pura Olive Oil Company,Won,10/7/2017,12/30/2017,54
Hayden Neloms,MG Advanced,Green-Plus,Won,10/7/2017,12/13/2017,3293
Jonathan Berthelot,GTXPro,Rundofase,Won,10/7/2017,12/22/2017,4404
Jonathan Berthelot,GTXPro,Zumgoity,Won,10/7/2017,10/9/2017,5212
Kami Bicknell,GTX Basic,Plexzap,Lost,10/7/2017,11/25/2017,0
Kary Hendrixson,GTX Basic,Dalttechnology,Won,10/7/2017,12/8/2017,488
Lajuana Vencill,GTX Basic,Globex Corporation,Won,10/7/2017,10/13/2017,594
Markita Hansen,GTX Basic,Singletechno,Won,10/7/2017,12/30/2017,464
Markita Hansen,MG Special,Cheers,Won,10/7/2017,12/13/2017,53
Marty Freudenburg,GTX Plus Basic,Finhigh,Lost,10/7/2017,10/15/2017,0
Marty Freudenburg,GTX Basic,Streethex,Won,10/7/2017,10/8/2017,661
Marty Freudenburg,GTX Plus Basic,Genco Pura Olive Oil Company,Won,10/7/2017,10/14/2017,1240
Marty Freudenburg,MG Advanced,Isdom,Won,10/7/2017,12/20/2017,2763
Maureen Marcano,GTX Basic,Condax,Won,10/7/2017,12/5/2017,610
Maureen Marcano,MG Special,Hatfan,Won,10/7/2017,12/14/2017,59
Moses Frase,GTX Basic,Rangreen,Won,10/7/2017,10/19/2017,577
Rosalina Dieter,MG Special,Kan-code,Lost,10/7/2017,10/15/2017,0
Vicki Laflamme,GTX Plus Basic,Finjob,Won,10/7/2017,10/9/2017,1139
Anna Snelling,GTX Plus Pro,Treequote,Won,10/8/2017,12/30/2017,6038
Boris Faz,GTXPro,Umbrella Corporation,Won,10/8/2017,10/14/2017,4605
Boris Faz,MG Advanced,Konex,Won,10/8/2017,11/21/2017,3264
Cassey Cress,MG Advanced,Betasoloin,Won,10/8/2017,10/17/2017,3472
Cecily Lampkin,GTX Plus Basic,Rangreen,Won,10/8/2017,10/15/2017,1186
Corliss Cosme,GTX Basic,Zotware,Lost,10/8/2017,10/16/2017,0
Daniell Hammack,GTXPro,Sumace,Won,10/8/2017,12/14/2017,4964
Darcel Schlecht,MG Special,Domzoom,Lost,10/8/2017,10/10/2017,0
Donn Cantrell,GTX Plus Basic,Massive Dynamic,Lost,10/8/2017,11/21/2017,0
Garret Kinder,MG Advanced,Vehement Capital Partners,Won,10/8/2017,10/20/2017,2812
Gladys Colclough,GTX Plus Basic,Globex Corporation,Lost,10/8/2017,10/14/2017,0
Gladys Colclough,GTXPro,Toughzap,Lost,10/8/2017,10/9/2017,0
Hayden Neloms,MG Advanced,Blackzim,Won,10/8/2017,12/22/2017,3517
Jonathan Berthelot,GTXPro,dambase,Lost,10/8/2017,12/26/2017,0
Kami Bicknell,GTX Basic,Sunnamplex,Lost,10/8/2017,10/9/2017,0
Kami Bicknell,GTX Basic,Xx-holding,Won,10/8/2017,10/10/2017,608
Kary Hendrixson,GTX Plus Pro,Fasehatice,Won,10/8/2017,10/16/2017,4989
Kary Hendrixson,GTXPro,Newex,Won,10/8/2017,11/23/2017,4780
Markita Hansen,GTX Plus Basic,Blackzim,Lost,10/8/2017,10/10/2017,0
Markita Hansen,MG Special,Labdrill,Lost,10/8/2017,10/14/2017,0
Rosalina Dieter,MG Special,Zoomit,Lost,10/8/2017,10/20/2017,0
Vicki Laflamme,MG Advanced,Newex,Won,10/8/2017,10/9/2017,3023
Anna Snelling,GTX Plus Pro,Conecom,Lost,10/9/2017,10/17/2017,0
Anna Snelling,MG Advanced,Ron-tech,Won,10/9/2017,10/20/2017,3100
Boris Faz,GTX Plus Pro,Donquadtech,Won,10/9/2017,12/30/2017,6406
Corliss Cosme,GTX Plus Pro,Kinnamplus,Won,10/9/2017,10/15/2017,5711
Daniell Hammack,MG Special,Ontomedia,Won,10/9/2017,10/18/2017,58
Darcel Schlecht,GTXPro,Statholdings,Lost,10/9/2017,10/10/2017,0
Garret Kinder,GTX Basic,Zotware,Won,10/9/2017,10/10/2017,552
Garret Kinder,MG Advanced,The New York Inquirer,Won,10/9/2017,10/20/2017,3215
Gladys Colclough,GTX Basic,Konmatfix,Lost,10/9/2017,11/27/2017,0
James Ascencio,GTX Plus Basic,Finjob,Won,10/9/2017,11/23/2017,1112
Jonathan Berthelot,GTX Basic,Stanredtax,Lost,10/9/2017,10/21/2017,0
Jonathan Berthelot,GTX Plus Basic,Warephase,Won,10/9/2017,11/25/2017,1190
Kami Bicknell,GTX Basic,Finjob,Won,10/9/2017,12/22/2017,446
Kami Bicknell,GTX Basic,Konex,Won,10/9/2017,10/10/2017,565
Kary Hendrixson,GTX Basic,Singletechno,Lost,10/9/2017,10/18/2017,0
Markita Hansen,GTXPro,Singletechno,Won,10/9/2017,12/25/2017,4753
Marty Freudenburg,GTX Plus Basic,Genco Pura Olive Oil Company,Lost,10/9/2017,11/30/2017,0
Maureen Marcano,GTX Basic,Sunnamplex,Lost,10/9/2017,10/19/2017,0
Niesha Huffines,GTX Basic,Statholdings,Lost,10/9/2017,10/21/2017,0
Niesha Huffines,GTX Plus Basic,Stanredtax,Won,10/9/2017,10/10/2017,1129
Rosalina Dieter,MG Special,Sunnamplex,Won,10/9/2017,10/10/2017,56
Rosalina Dieter,MG Advanced,Singletechno,Won,10/9/2017,10/11/2017,3435
Versie Hillebrand,MG Advanced,Rangreen,Won,10/9/2017,10/14/2017,3860
Violet Mclelland,MG Special,Yearin,Lost,10/9/2017,12/23/2017,0
Zane Levy,GTX Basic,Hottechi,Lost,10/9/2017,10/17/2017,0
Zane Levy,MG Advanced,Condax,Lost,10/9/2017,10/11/2017,0
Zane Levy,GTX Basic,Y-corporation,Won,10/9/2017,12/17/2017,482
Anna Snelling,MG Special,Codehow,Lost,10/10/2017,10/19/2017,0
Anna Snelling,GTX Plus Basic,Gogozoom,Won,10/10/2017,10/11/2017,1166
Boris Faz,MG Special,Kinnamplus,Lost,10/10/2017,10/18/2017,0
Corliss Cosme,GTX Plus Basic,Kan-code,Lost,10/10/2017,10/15/2017,0
Daniell Hammack,GTX Plus Basic,Yearin,Lost,10/10/2017,11/13/2017,0
Daniell Hammack,GTXPro,Zencorporation,Won,10/10/2017,12/18/2017,5112
Darcel Schlecht,GTX Plus Basic,Toughzap,Lost,10/10/2017,12/26/2017,0
Darcel Schlecht,GTXPro,Warephase,Lost,10/10/2017,10/14/2017,0
Hayden Neloms,MG Advanced,Lexiqvolax,Lost,10/10/2017,10/15/2017,0
Jonathan Berthelot,MG Advanced,Treequote,Won,10/10/2017,10/20/2017,3892
Kami Bicknell,GTX Basic,Dalttechnology,Won,10/10/2017,10/11/2017,473
Kary Hendrixson,GTX Basic,Groovestreet,Lost,10/10/2017,10/14/2017,0
Kary Hendrixson,GTX Plus Basic,Scotfind,Lost,10/10/2017,10/11/2017,0
Kary Hendrixson,GTX Basic,Faxquote,Won,10/10/2017,11/20/2017,511
Kary Hendrixson,GTX Basic,Hottechi,Won,10/10/2017,10/12/2017,509
Kary Hendrixson,GTX Basic,Labdrill,Won,10/10/2017,10/22/2017,528
Kary Hendrixson,GTX Basic,Sunnamplex,Won,10/10/2017,10/14/2017,549
Lajuana Vencill,GTX Basic,Rundofase,Lost,10/10/2017,12/25/2017,0
Lajuana Vencill,MG Special,Gogozoom,Lost,10/10/2017,10/19/2017,0
Marty Freudenburg,GTX Basic,Scottech,Lost,10/10/2017,10/19/2017,0
Marty Freudenburg,MG Advanced,Globex Corporation,Won,10/10/2017,10/17/2017,3578
Moses Frase,GTX Basic,dambase,Won,10/10/2017,12/29/2017,523
Rosie Papadopoulos,GTXPro,Zencorporation,Won,10/10/2017,10/11/2017,4575
Vicki Laflamme,GTXPro,Plusstrip,Won,10/10/2017,10/12/2017,4552
Zane Levy,GTX Basic,Konex,Lost,10/10/2017,10/11/2017,0
Zane Levy,GTX Basic,Blackzim,Won,10/10/2017,12/23/2017,551
Zane Levy,GTX Basic,Faxquote,Won,10/10/2017,10/18/2017,545
Zane Levy,GTX Plus Basic,Y-corporation,Won,10/10/2017,10/15/2017,1134
Anna Snelling,MG Advanced,Statholdings,Lost,10/11/2017,10/13/2017,0
Anna Snelling,MG Advanced,Scottech,Won,10/11/2017,10/16/2017,3434
Boris Faz,GTX Basic,Condax,Won,10/11/2017,12/27/2017,505
Boris Faz,GTX Plus Basic,Ganjaflex,Won,10/11/2017,10/21/2017,1066
Cassey Cress,GTX Basic,Zathunicon,Won,10/11/2017,11/12/2017,580
Corliss Cosme,GTXPro,Initech,Won,10/11/2017,12/20/2017,4501
Darcel Schlecht,GTX Plus Basic,Globex Corporation,Lost,10/11/2017,10/19/2017,0
Darcel Schlecht,GTX Plus Pro,Rundofase,Lost,10/11/2017,10/13/2017,0
Darcel Schlecht,GTX Plus Pro,Treequote,Won,10/11/2017,11/3/2017,6182
Donn Cantrell,GTXPro,Bubba Gump,Won,10/11/2017,10/12/2017,4763
Donn Cantrell,MG Advanced,Gekko & Co,Won,10/11/2017,10/20/2017,3024
Garret Kinder,MG Special,Ganjaflex,Lost,10/11/2017,10/12/2017,0
James Ascencio,GTX Basic,Green-Plus,Lost,10/11/2017,10/13/2017,0
James Ascencio,GTX Plus Pro,Goodsilron,Won,10/11/2017,10/19/2017,6751
James Ascencio,MG Special,Goodsilron,Won,10/11/2017,10/18/2017,54
Jonathan Berthelot,GTX Basic,Stanredtax,Won,10/11/2017,12/25/2017,592
Jonathan Berthelot,GTX Plus Basic,Cancity,Won,10/11/2017,10/22/2017,969
Kami Bicknell,MG Special,Dalttechnology,Won,10/11/2017,10/12/2017,48
Kary Hendrixson,GTX Basic,Konex,Lost,10/11/2017,10/13/2017,0
Kary Hendrixson,GTX Plus Basic,Labdrill,Lost,10/11/2017,12/23/2017,0
Kary Hendrixson,GTX Plus Pro,Hatfan,Won,10/11/2017,10/21/2017,6555
Lajuana Vencill,MG Advanced,Treequote,Lost,10/11/2017,10/19/2017,0
Marty Freudenburg,GTX Plus Pro,Bioholding,Won,10/11/2017,12/15/2017,5271
Rosie Papadopoulos,MG Special,Kan-code,Lost,10/11/2017,11/22/2017,0
Rosie Papadopoulos,GTX Basic,Yearin,Won,10/11/2017,12/10/2017,472
Versie Hillebrand,GTX Plus Pro,Cancity,Won,10/11/2017,11/29/2017,5211
Vicki Laflamme,GTX Basic,Y-corporation,Won,10/11/2017,12/11/2017,430
Zane Levy,GTX Basic,Fasehatice,Lost,10/11/2017,10/20/2017,0
Zane Levy,GTXPro,Singletechno,Won,10/11/2017,12/22/2017,4545
Boris Faz,GTX Plus Basic,Umbrella Corporation,Lost,10/12/2017,10/19/2017,0
Darcel Schlecht,MG Special,Zumgoity,Lost,10/12/2017,10/17/2017,0
Jonathan Berthelot,MG Advanced,Ron-tech,Lost,10/12/2017,10/13/2017,0
Jonathan Berthelot,GTX Basic,Scottech,Won,10/12/2017,10/21/2017,528
Jonathan Berthelot,GTXPro,Conecom,Won,10/12/2017,12/28/2017,5064
Jonathan Berthelot,MG Advanced,Conecom,Won,10/12/2017,12/6/2017,3203
Kami Bicknell,GTX Basic,Scotfind,Won,10/12/2017,11/2/2017,549
Kary Hendrixson,GTX Basic,Dalttechnology,Won,10/12/2017,10/23/2017,594
Lajuana Vencill,GTX Basic,Globex Corporation,Lost,10/12/2017,10/21/2017,0
Lajuana Vencill,GTX Basic,Globex Corporation,Lost,10/12/2017,10/22/2017,0
Markita Hansen,GTX Basic,Labdrill,Won,10/12/2017,11/1/2017,529
Maureen Marcano,GTXPro,Fasehatice,Won,10/12/2017,10/17/2017,4505
Moses Frase,GTX Basic,Finhigh,Won,10/12/2017,12/11/2017,457
Moses Frase,MG Advanced,Warephase,Won,10/12/2017,10/13/2017,3090
Reed Clapper,MG Special,Zencorporation,Won,10/12/2017,10/14/2017,53
Violet Mclelland,GTX Plus Basic,Gekko & Co,Won,10/12/2017,10/17/2017,1004
Zane Levy,MG Advanced,Hottechi,Lost,10/12/2017,10/19/2017,0
Zane Levy,GTX Basic,J-Texon,Won,10/12/2017,10/21/2017,696
Anna Snelling,MG Special,Treequote,Lost,10/13/2017,10/22/2017,0
Cassey Cress,GTX Plus Basic,Opentech,Won,10/13/2017,10/23/2017,888
Cecily Lampkin,MG Advanced,Warephase,Lost,10/13/2017,10/18/2017,0
Corliss Cosme,GTX Plus Basic,Zathunicon,Lost,10/13/2017,10/20/2017,0
Corliss Cosme,GTX Plus Pro,Yearin,Lost,10/13/2017,11/21/2017,0
Daniell Hammack,GTXPro,Konex,Lost,10/13/2017,10/22/2017,0
Darcel Schlecht,GTXPro,Gogozoom,Won,10/13/2017,10/24/2017,4767
Darcel Schlecht,GTXPro,Hottechi,Won,10/13/2017,12/20/2017,4869
Darcel Schlecht,MG Advanced,Ron-tech,Won,10/13/2017,10/14/2017,3475
Donn Cantrell,GTX Basic,Initech,Lost,10/13/2017,10/15/2017,0
Donn Cantrell,MG Special,Donware,Lost,10/13/2017,12/9/2017,0
Donn Cantrell,MG Advanced,Kan-code,Lost,10/13/2017,12/10/2017,0
Hayden Neloms,GTX Plus Basic,Rantouch,Lost,10/13/2017,10/20/2017,0
Hayden Neloms,MG Advanced,Kan-code,Won,10/13/2017,10/14/2017,3250
James Ascencio,GTX Plus Pro,Singletechno,Lost,10/13/2017,12/3/2017,0
Markita Hansen,MG Advanced,Nam-zim,Lost,10/13/2017,10/18/2017,0
Maureen Marcano,MG Advanced,Cheers,Lost,10/13/2017,10/25/2017,0
Moses Frase,MG Advanced,Inity,Lost,10/13/2017,11/29/2017,0
Moses Frase,GTX Plus Basic,Rangreen,Won,10/13/2017,10/26/2017,978
Reed Clapper,MG Special,Bubba Gump,Won,10/13/2017,12/14/2017,49
Versie Hillebrand,MG Special,Stanredtax,Won,10/13/2017,10/24/2017,49
Vicki Laflamme,GTX Plus Pro,Xx-holding,Lost,10/13/2017,10/22/2017,0
Vicki Laflamme,GTX Basic,Hottechi,Won,10/13/2017,12/10/2017,563
Violet Mclelland,GTX Plus Basic,Umbrella Corporation,Lost,10/13/2017,10/21/2017,0
Violet Mclelland,MG Special,Donware,Lost,10/13/2017,10/15/2017,0
Violet Mclelland,MG Special,Zencorporation,Won,10/13/2017,10/24/2017,53
Cecily Lampkin,GTX Plus Basic,Rangreen,Won,10/14/2017,10/26/2017,1168
Corliss Cosme,GTX Basic,The New York Inquirer,Won,10/14/2017,11/17/2017,560
Daniell Hammack,GTX Plus Basic,Gekko & Co,Lost,10/14/2017,12/30/2017,0
Darcel Schlecht,GTXPro,Stanredtax,Lost,10/14/2017,10/15/2017,0
Darcel Schlecht,MG Special,Bioholding,Lost,10/14/2017,10/21/2017,0
Darcel Schlecht,GTXPro,Dontechi,Won,10/14/2017,10/18/2017,4810
Donn Cantrell,MG Special,Donware,Lost,10/14/2017,11/1/2017,0
Donn Cantrell,GTXPro,Silis,Won,10/14/2017,10/24/2017,4521
Garret Kinder,GTX Basic,Opentech,Lost,10/14/2017,10/18/2017,0
Garret Kinder,GTX Plus Basic,Donquadtech,Lost,10/14/2017,10/15/2017,0
Hayden Neloms,GTX Plus Basic,Hatfan,Won,10/14/2017,10/15/2017,881
James Ascencio,GTX Basic,Finjob,Lost,10/14/2017,11/30/2017,0
Jonathan Berthelot,GTX Basic,Conecom,Won,10/14/2017,10/22/2017,472
Kami Bicknell,GTX Basic,Newex,Won,10/14/2017,12/3/2017,562
Lajuana Vencill,GTX Basic,Conecom,Lost,10/14/2017,10/20/2017,0
Lajuana Vencill,MG Special,Toughzap,Won,10/14/2017,10/16/2017,42
Marty Freudenburg,GTXPro,Streethex,Lost,10/14/2017,10/18/2017,0
Marty Freudenburg,GTX Basic,Dontechi,Won,10/14/2017,12/26/2017,615
Niesha Huffines,GTX Plus Basic,Ron-tech,Lost,10/14/2017,12/31/2017,0
Rosalina Dieter,MG Advanced,Newex,Lost,10/14/2017,10/23/2017,0
Versie Hillebrand,MG Special,Scottech,Won,10/14/2017,10/22/2017,58
Vicki Laflamme,MG Special,Green-Plus,Lost,10/14/2017,11/1/2017,0
Zane Levy,GTX Plus Pro,Hatfan,Lost,10/14/2017,10/23/2017,0
Zane Levy,GTXPro,Xx-holding,Won,10/14/2017,10/15/2017,4882
Anna Snelling,MG Special,Isdom,Lost,10/15/2017,10/24/2017,0
Cassey Cress,GTX Plus Pro,Zotware,Lost,10/15/2017,10/24/2017,0
Cecily Lampkin,MG Advanced,Streethex,Lost,10/15/2017,10/16/2017,0
Daniell Hammack,GTX Plus Pro,Ganjaflex,Lost,10/15/2017,10/25/2017,0
Daniell Hammack,GTXPro,Kinnamplus,Won,10/15/2017,11/1/2017,5113
Darcel Schlecht,GTX Plus Basic,Ron-tech,Won,10/15/2017,10/16/2017,1154
Darcel Schlecht,GTXPro,Dontechi,Won,10/15/2017,10/16/2017,4885
Darcel Schlecht,GTXPro,Streethex,Won,10/15/2017,10/16/2017,4936
Donn Cantrell,GTX Plus Basic,Condax,Won,10/15/2017,10/28/2017,1062
Gladys Colclough,GTXPro,Codehow,Lost,10/15/2017,10/19/2017,0
Hayden Neloms,MG Special,Faxquote,Lost,10/15/2017,10/21/2017,0
Hayden Neloms,GTX Plus Basic,Groovestreet,Won,10/15/2017,12/20/2017,954
Kary Hendrixson,GTX Basic,Finjob,Lost,10/15/2017,10/23/2017,0
Kary Hendrixson,GTX Basic,Konex,Lost,10/15/2017,10/26/2017,0
Kary Hendrixson,GTX Plus Basic,Xx-holding,Won,10/15/2017,10/16/2017,868
Kary Hendrixson,GTX Plus Pro,Doncon,Won,10/15/2017,11/26/2017,5867
Kary Hendrixson,GTXPro,Fasehatice,Won,10/15/2017,10/16/2017,5344
Lajuana Vencill,MG Special,dambase,Lost,10/15/2017,10/21/2017,0
Marty Freudenburg,GTX Plus Pro,Globex Corporation,Lost,10/15/2017,10/24/2017,0
Marty Freudenburg,GTXPro,Streethex,Lost,10/15/2017,10/23/2017,0
Moses Frase,GTX Plus Pro,Codehow,Won,10/15/2017,10/23/2017,5449
Reed Clapper,MG Advanced,The New York Inquirer,Lost,10/15/2017,12/27/2017,0
Reed Clapper,GTX Plus Pro,Initech,Won,10/15/2017,11/28/2017,4500
Versie Hillebrand,MG Special,Inity,Lost,10/15/2017,10/25/2017,0
Wilburn Farren,MG Special,Sumace,Won,10/15/2017,10/23/2017,51
Zane Levy,GTX Plus Pro,Dalttechnology,Won,10/15/2017,10/23/2017,6637
Anna Snelling,MG Special,Stanredtax,Won,10/16/2017,12/13/2017,57
Cecily Lampkin,GTX Plus Basic,Statholdings,Won,10/16/2017,11/3/2017,990
Corliss Cosme,GTXPro,Zencorporation,Won,10/16/2017,10/17/2017,4247
Daniell Hammack,GTX Plus Basic,Sumace,Won,10/16/2017,12/25/2017,1008
Darcel Schlecht,GTXPro,Stanredtax,Lost,10/16/2017,10/19/2017,0
Darcel Schlecht,MG Special,Zumgoity,Lost,10/16/2017,10/17/2017,0
Darcel Schlecht,GTXPro,Ron-tech,Won,10/16/2017,10/25/2017,4834
Darcel Schlecht,MG Advanced,Conecom,Won,10/16/2017,10/17/2017,3490
Donn Cantrell,GTX Basic,Initech,Lost,10/16/2017,10/26/2017,0
Gladys Colclough,MG Special,Codehow,Lost,10/16/2017,10/24/2017,0
Hayden Neloms,MG Advanced,Cheers,Won,10/16/2017,10/20/2017,3744
Kami Bicknell,GTXPro,Sonron,Lost,10/16/2017,10/22/2017,0
Kary Hendrixson,GTX Basic,Faxquote,Lost,10/16/2017,10/26/2017,0
Kary Hendrixson,GTX Basic,Singletechno,Lost,10/16/2017,10/21/2017,0
Kary Hendrixson,GTX Basic,Nam-zim,Won,10/16/2017,11/12/2017,591
Kary Hendrixson,MG Special,Dalttechnology,Won,10/16/2017,10/24/2017,48
Markita Hansen,GTX Plus Basic,Golddex,Won,10/16/2017,10/23/2017,1060
Marty Freudenburg,GTX Plus Basic,Hottechi,Lost,10/16/2017,10/21/2017,0
Moses Frase,GTX Basic,Betatech,Won,10/16/2017,10/28/2017,562
Niesha Huffines,GTX Plus Basic,Hottechi,Lost,10/16/2017,11/19/2017,0
Rosie Papadopoulos,GTXPro,Vehement Capital Partners,Lost,10/16/2017,10/18/2017,0
Versie Hillebrand,MG Special,Isdom,Won,10/16/2017,10/17/2017,57
Vicki Laflamme,GTX Basic,Green-Plus,Won,10/16/2017,12/21/2017,535
Vicki Laflamme,GTXPro,Condax,Won,10/16/2017,10/25/2017,4580
Vicki Laflamme,MG Special,Lexiqvolax,Won,10/16/2017,10/18/2017,56
Zane Levy,GTX Plus Pro,Goodsilron,Won,10/16/2017,10/23/2017,4942
Anna Snelling,MG Special,dambase,Won,10/17/2017,10/23/2017,55
